Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000004475	MAG	1726782	118	24584	61.93	90.6	0.67	76.47	0.0	0.0	20	GUT_GENOME276700	MGYG000004475	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900556015	ERS972247	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004475/genomes1/MGYG000004475.gff.gz
MGYG000004476	MAG	1651123	43	53913	43.94	91.94	0.0	73.95	71.95	0.0	19	GUT_GENOME276757	MGYG000004476	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA1259;s__	ERS972248	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004476/genomes1/MGYG000004476.gff.gz
MGYG000004477	MAG	1162770	22	140201	28.29	74.1	0.28	0.0	0.0	0.0	16	GUT_GENOME276767	MGYG000004477	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	ERS972248	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004477/genomes1/MGYG000004477.gff.gz
MGYG000004478	MAG	2186477	66	52981	46.14	81.72	1.04	0.0	0.0	0.0	19	GUT_GENOME276930	MGYG000004478	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__	ERS972261	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004478/genomes1/MGYG000004478.gff.gz
MGYG000004479	MAG	3712458	82	85037	46.95	99.18	1.7	0.0	0.0	0.0	19	GUT_GENOME276949	MGYG000004479	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola mediterraneensis	ERS972262	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004479/genomes1/MGYG000004479.gff.gz
MGYG000004480	MAG	2181963	24	167819	59.75	100.0	0.81	0.0	0.0	0.0	20	GUT_GENOME276996	MGYG000004480	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS972265	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004480/genomes1/MGYG000004480.gff.gz
MGYG000004481	MAG	1970808	65	51792	38.54	97.16	1.44	93.28	0.0	0.0	19	GUT_GENOME277044	MGYG000004481	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__	ERS971700	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004481/genomes1/MGYG000004481.gff.gz
MGYG000004482	MAG	1836342	36	71773	59.59	98.66	0.0	76.47	0.0	0.0	15	GUT_GENOME277087	MGYG000004482	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900546295	ERS972269	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004482/genomes1/MGYG000004482.gff.gz
MGYG000004483	MAG	2849207	111	35649	53.05	97.74	0.38	0.0	0.0	0.0	20	GUT_GENOME277090	MGYG000004483	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900554715	ERS972270	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004483/genomes1/MGYG000004483.gff.gz
MGYG000004484	MAG	1902889	56	52277	52.36	78.23	0.05	0.0	21.27	0.0	20	GUT_GENOME277092	MGYG000004484	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA2903;s__UBA2903 sp002349565	ERS972270	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004484/genomes1/MGYG000004484.gff.gz
MGYG000004485	MAG	1911658	43	80663	54.56	79.73	0.29	0.0	0.0	0.0	19	GUT_GENOME277093	MGYG000004485	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__;s__	ERS972270	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004485/genomes1/MGYG000004485.gff.gz
MGYG000004486	MAG	2013479	58	56639	53.2	91.61	0.0	0.0	0.0	0.0	20	GUT_GENOME277097	MGYG000004486	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp003533405	ERS972270	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004486/genomes1/MGYG000004486.gff.gz
MGYG000004487	MAG	2112387	61	68818	61.66	91.95	0.67	89.92	0.0	0.0	20	GUT_GENOME277106	MGYG000004487	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900547745	ERS972270	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004487/genomes1/MGYG000004487.gff.gz
MGYG000004488	MAG	1928588	62	59951	24.87	100.0	0.0	0.0	0.0	16.27	20	GUT_GENOME277187	MGYG000004488	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__CAG-449 sp900551385	ERS972275	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004488/genomes1/MGYG000004488.gff.gz
MGYG000004489	MAG	2119939	162	18616	58.72	96.98	0.0	75.63	0.0	0.0	17	GUT_GENOME277265	MGYG000004489	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900552015	ERS972278	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004489/genomes1/MGYG000004489.gff.gz
MGYG000004490	MAG	3323418	56	98569	48.64	99.43	0.38	0.0	9.98	0.0	20	GUT_GENOME277334	MGYG000004490	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp003150235	ERS972284	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004490/genomes1/MGYG000004490.gff.gz
MGYG000004491	MAG	3066074	207	25915	45.61	95.55	0.42	0.0	0.0	0.0	19	GUT_GENOME277404	MGYG000004491	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900548745	ERS972288	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004491/genomes1/MGYG000004491.gff.gz
MGYG000004492	MAG	1467812	34	67196	50.02	96.63	0.0	0.0	0.0	0.0	20	GUT_GENOME277515	MGYG000004492	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900540405	ERS972295	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004492/genomes1/MGYG000004492.gff.gz
MGYG000004493	MAG	2547130	27	156082	39.49	100.0	0.0	0.0	0.0	0.0	20	GUT_GENOME277672	MGYG000004493	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__	ERS972304	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004493/genomes1/MGYG000004493.gff.gz
MGYG000004494	MAG	1389164	25	114227	26.72	74.54	2.46	0.0	0.0	0.0	18	GUT_GENOME277835	MGYG000004494	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215	ERS972311	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004494/genomes1/MGYG000004494.gff.gz
MGYG000004495	MAG	2923471	68	60511	44.24	97.3	1.77	0.0	0.0	0.0	19	GUT_GENOME278116	MGYG000004495	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS972328	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004495/genomes1/MGYG000004495.gff.gz
MGYG000004496	MAG	1393460	182	11400	33.62	74.9	4.24	88.24	0.0	16.0	18	GUT_GENOME278232	MGYG000004496	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__	ERS972336	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004496/genomes1/MGYG000004496.gff.gz
MGYG000004497	MAG	1775671	496	3946	60.21	84.27	3.72	77.31	0.0	0.0	18	GUT_GENOME278292	MGYG000004497	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003487125	ERS971644	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004497/genomes1/MGYG000004497.gff.gz
MGYG000004498	MAG	1649118	23	260594	29.44	97.75	0.0	0.0	99.67	99.49	20	GUT_GENOME278353	MGYG000004498	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-345;s__CAG-345 sp000433315	ERS972342	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004498/genomes1/MGYG000004498.gff.gz
MGYG000004499	MAG	4071424	98	62095	59.9	93.92	2.7	0.0	99.74	0.0	20	GUT_GENOME278390	MGYG000004499	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900551245	ERS972344	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000044/MGYG000004499/genomes1/MGYG000004499.gff.gz
MGYG000004501	MAG	2469413	87	41693	57.16	93.92	0.0	0.0	99.74	99.69	20	GUT_GENOME278546	MGYG000004501	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__CAG-312 sp900760665	ERS972350	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004501/genomes1/MGYG000004501.gff.gz
MGYG000004502	MAG	1382274	42	47411	28.14	93.82	1.69	0.0	0.0	0.0	19	GUT_GENOME278559	MGYG000004502	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__	ERS972350	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004502/genomes1/MGYG000004502.gff.gz
MGYG000004503	MAG	1879859	267	9285	53.03	92.57	1.34	0.0	0.0	0.0	18	GUT_GENOME278789	MGYG000004503	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__	ERS972364	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004503/genomes1/MGYG000004503.gff.gz
MGYG000004504	MAG	1286607	306	5064	60.72	58.64	0.99	94.12	0.0	0.0	15	GUT_GENOME278798	MGYG000004504	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS972364	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004504/genomes1/MGYG000004504.gff.gz
MGYG000004505	MAG	1802744	407	5356	60.28	85.37	3.08	0.0	0.0	0.0	17	GUT_GENOME278952	MGYG000004505	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971711	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004505/genomes1/MGYG000004505.gff.gz
MGYG000004506	MAG	1954513	242	11509	60.12	87.45	2.62	0.0	0.0	0.0	19	GUT_GENOME279141	MGYG000004506	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS972387	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004506/genomes1/MGYG000004506.gff.gz
MGYG000004507	MAG	1191088	22	103476	26.39	91.57	0.0	0.0	62.1	5.95	20	GUT_GENOME279170	MGYG000004507	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460 sp000437355	ERS971712	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004507/genomes1/MGYG000004507.gff.gz
MGYG000004508	MAG	947290	56	27515	30.66	85.96	1.12	0.0	0.0	0.0	16	GUT_GENOME279402	MGYG000004508	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2068;s__UMGS2068 sp900769635	ERS972402	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004508/genomes1/MGYG000004508.gff.gz
MGYG000004509	MAG	1456179	23	118064	27.34	94.38	0.72	0.0	0.0	0.0	20	GUT_GENOME279417	MGYG000004509	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG11198;s__	ERS972403	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004509/genomes1/MGYG000004509.gff.gz
MGYG000004510	MAG	3097673	82	70804	51.34	96.96	1.01	92.44	0.0	0.0	18	GUT_GENOME279533	MGYG000004510	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002481295	ERS972411	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004510/genomes1/MGYG000004510.gff.gz
MGYG000004512	MAG	1018207	11	155183	29.47	77.06	0.0	0.0	61.97	0.0	20	GUT_GENOME279814	MGYG000004512	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UMGS2070;s__	ERS971718	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004512/genomes1/MGYG000004512.gff.gz
MGYG000004513	MAG	4294613	313	20954	59.26	92.57	2.4	92.44	0.0	0.0	20	GUT_GENOME279866	MGYG000004513	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis sp900550905	ERS971720	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004513/genomes1/MGYG000004513.gff.gz
MGYG000004514	MAG	1943205	233	13535	60.08	95.56	2.02	77.31	0.0	0.0	19	GUT_GENOME279899	MGYG000004514	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971721	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004514/genomes1/MGYG000004514.gff.gz
MGYG000004515	MAG	1468039	36	69328	26.91	76.33	1.45	0.0	60.8	0.0	16	GUT_GENOME279911	MGYG000004515	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1663;s__UMGS1663 sp900753245	ERS971721	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004515/genomes1/MGYG000004515.gff.gz
MGYG000004516	MAG	1228854	40	71863	28.32	98.88	0.0	0.0	0.0	0.0	19	GUT_GENOME279935	MGYG000004516	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia amnii	ERS971722	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004516/genomes1/MGYG000004516.gff.gz
MGYG000004517	MAG	2174745	135	30609	32.82	95.08	0.34	83.19	0.0	13.3	18	GUT_GENOME279986	MGYG000004517	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__	ERS971724	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004517/genomes1/MGYG000004517.gff.gz
MGYG000004518	MAG	1841689	8	524421	32.09	89.74	0.85	0.0	0.0	0.0	20	GUT_GENOME279989	MGYG000004518	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Zag111;s__Zag111 sp002103105	ERS971724	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004518/genomes1/MGYG000004518.gff.gz
MGYG000004519	MAG	2064379	219	14936	34.26	92.74	3.84	0.0	0.0	0.0	14	GUT_GENOME279992	MGYG000004519	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TWA4;s__	ERS971724	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004519/genomes1/MGYG000004519.gff.gz
MGYG000004520	MAG	2155170	63	71854	39.2	98.66	0.02	92.44	0.0	0.0	20	GUT_GENOME280032	MGYG000004520	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E bromii_A	ERS971725	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004520/genomes1/MGYG000004520.gff.gz
MGYG000004521	MAG	2099671	48	68259	48.29	81.72	0.29	0.0	0.0	0.0	19	GUT_GENOME280168	MGYG000004521	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__UBA11549 sp900550445	ERS971731	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004521/genomes1/MGYG000004521.gff.gz
MGYG000004522	MAG	2104478	86	38578	59.94	99.19	1.61	94.12	0.0	0.0	20	GUT_GENOME280299	MGYG000004522	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971736	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004522/genomes1/MGYG000004522.gff.gz
MGYG000004523	MAG	1701429	448	4410	69.21	88.21	1.75	0.0	0.0	0.0	18	GUT_GENOME280367	MGYG000004523	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E sp002160255	ERS953829	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004523/genomes1/MGYG000004523.gff.gz
MGYG000004525	MAG	2511389	80	51213	58.39	92.28	0.0	74.79	0.0	0.0	18	GUT_GENOME280504	MGYG000004525	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp900555735	ERS953837	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004525/genomes1/MGYG000004525.gff.gz
MGYG000004526	MAG	1961384	57	48528	62.05	93.96	0.0	0.0	0.0	10.91	20	GUT_GENOME280620	MGYG000004526	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	ERS953844	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004526/genomes1/MGYG000004526.gff.gz
MGYG000004527	MAG	1202106	15	347913	26.5	93.54	0.0	0.0	99.74	99.69	20	GUT_GENOME280747	MGYG000004527	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS995;s__	ERS953851	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004527/genomes1/MGYG000004527.gff.gz
MGYG000004528	MAG	1259289	34	59072	38.84	89.49	1.61	93.28	0.0	36.96	20	GUT_GENOME280822	MGYG000004528	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-314;g__SFEB01;s__	ERS953857	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004528/genomes1/MGYG000004528.gff.gz
MGYG000004529	MAG	1929683	120	25735	31.57	94.02	0.85	80.67	0.0	0.0	20	GUT_GENOME281065	MGYG000004529	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UMGS1477;s__UMGS1477 sp900761525	ERS953866	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004529/genomes1/MGYG000004529.gff.gz
MGYG000004530	MAG	1297418	71	24041	25.18	88.2	3.37	0.0	36.59	0.0	18	GUT_GENOME281121	MGYG000004530	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1613;s__	ERS953868	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004530/genomes1/MGYG000004530.gff.gz
MGYG000004531	MAG	1338137	380	3916	48.12	70.87	2.68	94.12	17.42	0.0	14	GUT_GENOME281128	MGYG000004531	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	ERS953868	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004531/genomes1/MGYG000004531.gff.gz
MGYG000004532	MAG	2434720	52	61359	64.72	93.16	0.0	0.0	23.42	0.0	19	GUT_GENOME281138	MGYG000004532	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp900548895	ERS953868	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004532/genomes1/MGYG000004532.gff.gz
MGYG000004533	MAG	1756109	85	29273	49.17	98.92	0.0	0.0	0.0	0.0	20	GUT_GENOME281389	MGYG000004533	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495;s__CAG-495 sp000436375	ERS953883	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004533/genomes1/MGYG000004533.gff.gz
MGYG000004534	MAG	1382273	58	53703	29.96	98.25	3.99	0.0	21.66	0.0	15	GUT_GENOME281441	MGYG000004534	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000434195	ERS953885	ERP012929	Israel	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000045/MGYG000004534/genomes1/MGYG000004534.gff.gz
