Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000298956	MAG	1440170	292	5140	34.42	62.3	0.92	0.0	0.0	0.0	16	CAJPOH01	MGYG000298956	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__;s__	ERS6080633	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298956/genomes1/MGYG000298956.gff.gz
MGYG000298960	MAG	1368779	263	9291	48.72	92.74	1.69	94.96	0.0	54.02	18	GCA_015258685	MGYG000298960	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570610	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298960/genomes1/MGYG000298960.gff.gz
MGYG000298961	MAG	1531077	123	18213	30.34	97.99	0.57	0.0	0.0	0.0	15	GCA_015255285	MGYG000298961	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella morbillorum	SAMN14570780	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298961/genomes1/MGYG000298961.gff.gz
MGYG000298963	MAG	3400566	192	26001	65.87	96.42	1.05	0.0	0.0	0.0	20	CAJPNZ01	MGYG000298963	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Arachnia;s__	ERS6080622	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298963/genomes1/MGYG000298963.gff.gz
MGYG000298964	MAG	1674058	255	7955	27.73	91.57	0.05	0.0	0.0	0.0	18	CAJPRG01	MGYG000298964	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum	ERS6080708	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298964/genomes1/MGYG000298964.gff.gz
MGYG000298965	MAG	1446661	39	70164	39.57	97.16	0.71	94.96	53.23	0.0	19	GCA_015258265	MGYG000298965	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	SAMN14570632	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298965/genomes1/MGYG000298965.gff.gz
MGYG000298966	MAG	1992135	137	23016	26.72	96.63	1.12	0.0	0.0	0.0	17	CAJPUP01	MGYG000298966	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum_J	ERS6080789	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298966/genomes1/MGYG000298966.gff.gz
MGYG000298969	MAG	696341	76	15599	47.59	66.58	0.0	0.0	0.0	0.0	18	GCA_015257605	MGYG000298969	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	SAMN14570664	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298969/genomes1/MGYG000298969.gff.gz
MGYG000298972	MAG	1904152	37	98860	40.85	97.79	0.5	0.0	0.0	0.0	18	CAJPPL01	MGYG000298972	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis	ERS6080663	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298972/genomes1/MGYG000298972.gff.gz
MGYG000298974	MAG	2158756	111	28387	54.16	94.39	0.63	94.96	59.95	52.38	20	CAJZFJ01	MGYG000298974	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	ERS7599775	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298974/genomes1/MGYG000298974.gff.gz
MGYG000298976	MAG	758611	56	21870	41.43	80.88	0.0	0.0	11.29	10.63	20	GCA_013332965	MGYG000298976	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__UBA2866 sp013332965	SAMN14602681	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298976/genomes1/MGYG000298976.gff.gz
MGYG000298979	MAG	2158965	2	1926128	41.46	93.28	1.19	94.12	99.74	99.76	20	CAKAIN01	MGYG000298979	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus rubneri	ERS7766781	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298979/genomes1/MGYG000298979.gff.gz
MGYG000298985	MAG	2474521	357	10729	50.64	94.48	0.07	0.0	19.77	4.72	19	GCA_015263405	MGYG000298985	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria sicca_A	SAMN14570850	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298985/genomes1/MGYG000298985.gff.gz
MGYG000298991	MAG	1676367	183	12383	37.62	88.14	2.06	0.0	0.0	0.0	18	CAKAQU01	MGYG000298991	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__	ERS7876823	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298991/genomes1/MGYG000298991.gff.gz
MGYG000298993	MAG	1755812	63	37022	40.3	98.91	0.0	0.0	0.0	0.0	19	CAJPNE01	MGYG000298993	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis	ERS6080591	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298993/genomes1/MGYG000298993.gff.gz
MGYG000298999	MAG	2925442	57	97044	57.11	99.45	0.0	0.0	0.0	0.0	20	CAJPQJ01	MGYG000298999	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	ERS6080686	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298999/genomes1/MGYG000298999.gff.gz
MGYG000299001	MAG	1051041	442	2597	49.25	70.72	1.61	0.0	0.0	0.0	19	GCA_015354175	MGYG000299001	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570584	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299001/genomes1/MGYG000299001.gff.gz
MGYG000299003	MAG	2588185	87	42468	41.64	100.0	0.48	0.0	0.0	0.0	20	CAJPRD01	MGYG000299003	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga granulosa	ERS6080701	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299003/genomes1/MGYG000299003.gff.gz
MGYG000299004	MAG	2345859	157	21650	36.74	94.69	0.0	0.0	0.0	0.0	19	CAJPQI01	MGYG000299004	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella sp900766185	ERS6080691	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299004/genomes1/MGYG000299004.gff.gz
MGYG000299008	MAG	1582369	245	7564	37.8	80.53	1.14	71.43	0.0	11.18	17	CAJPNA01	MGYG000299008	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__	ERS6080581	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299008/genomes1/MGYG000299008.gff.gz
MGYG000299010	MAG	1706641	31	83251	37.31	99.3	0.0	89.08	0.0	0.0	12	CAKAQM01	MGYG000299010	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp900759325	ERS7876828	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299010/genomes1/MGYG000299010.gff.gz
MGYG000299015	MAG	1969589	39	86267	58.99	98.5	0.2	0.0	0.0	0.0	19	CAKAPU01	MGYG000299015	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium argentoratense	ERS7876838	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299015/genomes1/MGYG000299015.gff.gz
MGYG000299017	MAG	1714765	161	13661	40.35	93.02	0.0	93.28	99.67	11.25	18	CAJZEY01	MGYG000299017	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella_A;s__Bergeyella_A cardium	ERS7599742	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299017/genomes1/MGYG000299017.gff.gz
MGYG000299022	MAG	1736345	113	27152	29.59	90.53	1.72	0.0	0.0	33.3	14	CAKARP01	MGYG000299022	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;s__Gemella sanguinis	ERS7876875	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299022/genomes1/MGYG000299022.gff.gz
MGYG000299023	MAG	1597402	257	6959	55.51	79.21	1.94	0.0	0.0	0.0	12	CAKAPY01	MGYG000299023	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	ERS7876812	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299023/genomes1/MGYG000299023.gff.gz
MGYG000299025	MAG	1033246	104	13589	42.09	70.17	1.72	0.0	0.0	0.0	12	GCA_015258485	MGYG000299025	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570622	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299025/genomes1/MGYG000299025.gff.gz
MGYG000299027	MAG	1317090	134	12357	33.52	70.05	4.84	0.0	0.0	0.0	8	GCA_015258175	MGYG000299027	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__	SAMN14570636	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299027/genomes1/MGYG000299027.gff.gz
MGYG000299028	MAG	837447	2	450244	54.09	57.0	0.85	0.0	99.74	99.56	20	CAKAFW01	MGYG000299028	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SDRW01;s__	ERS7766776	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299028/genomes1/MGYG000299028.gff.gz
MGYG000299031	MAG	763470	67	16177	23.74	88.48	1.12	0.0	0.0	11.52	20	CAJPPJ01	MGYG000299031	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__	ERS6080651	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299031/genomes1/MGYG000299031.gff.gz
MGYG000299033	MAG	1389388	207	8126	33.98	80.65	0.54	0.0	0.0	0.0	15	CAKAOY01	MGYG000299033	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Bergeyella_A;s__	ERS7876818	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299033/genomes1/MGYG000299033.gff.gz
MGYG000299041	MAG	1660050	358	4784	59.61	71.99	0.0	0.0	99.61	78.67	17	CAJZEW01	MGYG000299041	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__	ERS7599765	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299041/genomes1/MGYG000299041.gff.gz
MGYG000299042	MAG	1127617	171	7702	48.04	70.76	0.0	0.0	0.0	0.0	18	CAKAPZ01	MGYG000299042	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	ERS7876835	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299042/genomes1/MGYG000299042.gff.gz
MGYG000299043	MAG	2555537	2	1794354	52.88	85.14	0.56	94.96	99.67	99.49	20	CAKAEV01	MGYG000299043	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__F0040 sp003639005	ERS7766774	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299043/genomes1/MGYG000299043.gff.gz
MGYG000299050	MAG	812386	14	73426	48.26	64.51	0.93	0.0	99.74	99.56	20	CAJPOJ01	MGYG000299050	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080627	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299050/genomes1/MGYG000299050.gff.gz
MGYG000299052	MAG	2737121	95	68763	47.31	96.19	1.28	0.0	0.0	0.0	18	CAKARG01	MGYG000299052	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__F0040 sp900095835	ERS7876840	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299052/genomes1/MGYG000299052.gff.gz
MGYG000299054	MAG	2436865	382	7354	45.08	82.85	0.05	0.0	0.0	0.0	16	CAJPTT01	MGYG000299054	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__	ERS6080760	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299054/genomes1/MGYG000299054.gff.gz
MGYG000299057	MAG	2616361	99	37209	38.41	98.95	0.0	0.0	0.0	0.0	19	GCA_015262605	MGYG000299057	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella aurantiaca	SAMN14570890	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299057/genomes1/MGYG000299057.gff.gz
MGYG000299062	MAG	1910386	36	63039	41.07	97.43	0.25	0.0	0.0	0.0	15	CAJPQW01	MGYG000299062	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_AC	ERS6080707	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299062/genomes1/MGYG000299062.gff.gz
MGYG000299064	MAG	1478263	226	7216	42.04	81.88	0.91	0.0	0.0	0.0	6	CAJZDE01	MGYG000299064	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS7599751	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299064/genomes1/MGYG000299064.gff.gz
MGYG000299067	MAG	2403782	120	30256	47.32	94.86	1.31	0.0	0.0	0.0	13	CAKAQR01	MGYG000299067	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__F0040;s__	ERS7876874	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299067/genomes1/MGYG000299067.gff.gz
MGYG000299068	MAG	645668	65	12641	41.71	72.41	0.0	0.0	0.0	37.98	18	CAJZIB01	MGYG000299068	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__	ERS7621626	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299068/genomes1/MGYG000299068.gff.gz
MGYG000299070	MAG	2155950	1	2155950	40.79	63.09	1.73	93.28	99.67	99.69	20	CAKAGN01	MGYG000299070	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__	ERS7766779	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299070/genomes1/MGYG000299070.gff.gz
MGYG000299073	MAG	1361481	248	5849	64.07	55.89	0.21	0.0	0.0	0.0	16	CAJPTP01	MGYG000299073	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__QFNR01;s__	ERS6080769	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299073/genomes1/MGYG000299073.gff.gz
MGYG000299075	MAG	935275	25	60302	34.86	72.47	2.25	0.0	55.25	0.0	19	CAJZIX01	MGYG000299075	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacterales;f__X112;g__HOT-345;s__	ERS7621671	ERP125117	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299075/genomes1/MGYG000299075.gff.gz
MGYG000299076	MAG	784600	30	53492	50.84	62.96	0.85	0.0	99.67	99.56	20	CAJPOE01	MGYG000299076	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	ERS6080628	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299076/genomes1/MGYG000299076.gff.gz
MGYG000299079	MAG	2556787	162	23162	40.24	98.57	0.48	0.0	0.0	0.0	20	CAJPPZ01	MGYG000299079	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis	ERS6080658	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299079/genomes1/MGYG000299079.gff.gz
MGYG000299080	MAG	566883	92	7112	43.85	58.29	0.0	68.07	99.67	99.56	17	CAJZGG01	MGYG000299080	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	ERS7621699	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299080/genomes1/MGYG000299080.gff.gz
MGYG000299081	MAG	810727	30	58824	54.07	61.97	0.85	0.0	20.29	8.27	20	GCA_013333595	MGYG000299081	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SDRW01;s__SDRW01 sp013333595	SAMN14602651	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299081/genomes1/MGYG000299081.gff.gz
MGYG000299083	MAG	1671307	153	13392	37.66	92.4	0.56	0.0	0.0	0.0	13	CAJPLY01	MGYG000299083	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ERS6080570	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299083/genomes1/MGYG000299083.gff.gz
MGYG000299089	MAG	1096931	134	13679	48.16	70.69	0.0	94.12	0.0	9.47	16	GCA_015258605	MGYG000299089	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570615	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299089/genomes1/MGYG000299089.gff.gz
MGYG000299092	MAG	1630696	84	24589	39.39	96.17	0.08	94.12	63.41	17.37	18	CAJPJZ01	MGYG000299092	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella sp001058355	ERS6076939	ERP126158	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299092/genomes1/MGYG000299092.gff.gz
MGYG000299094	MAG	1112174	4	745775	49.7	62.07	0.34	94.12	99.74	99.76	11	CAKAIG01	MGYG000299094	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__	ERS7766709	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002990/MGYG000299094/genomes1/MGYG000299094.gff.gz
MGYG000299101	MAG	3041234	118	57590	68.0	98.1	0.47	82.35	0.0	51.97	20	CAJPQD01	MGYG000299101	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces naeslundii	ERS6080687	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299101/genomes1/MGYG000299101.gff.gz
MGYG000299103	MAG	2307030	81	44688	43.37	99.64	2.38	0.0	0.0	0.0	18	CAJPNR01	MGYG000299103	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS6080619	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299103/genomes1/MGYG000299103.gff.gz
MGYG000299105	MAG	1369644	50	73476	48.66	96.77	0.0	94.12	0.0	7.93	20	GCA_015258615	MGYG000299105	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570614	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299105/genomes1/MGYG000299105.gff.gz
MGYG000299109	MAG	1317704	285	7249	48.74	91.06	0.8	94.12	99.67	99.69	20	GCA_015258885	MGYG000299109	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570601	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299109/genomes1/MGYG000299109.gff.gz
MGYG000299111	MAG	946820	350	3348	48.73	72.09	1.48	0.0	0.0	0.0	18	GCA_015258985	MGYG000299111	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570596	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002991/MGYG000299111/genomes1/MGYG000299111.gff.gz
